prompt,gold_label,predicted,confidence,abstain,threshold
withdraw 3 ETH to wallet,withdraw_asset,deposit_asset,0.5535,False,0.4
remove my funds from maker vault,withdraw_asset,withdraw_asset,0.7850,False,0.4
close lending position for 100 USDC,withdraw_asset,withdraw_asset,1.0000,False,0.4
withdraw dai from yearn,withdraw_asset,withdraw_asset,0.8908,False,0.4
redeem usdc from aave,withdraw_asset,withdraw_asset,0.7493,False,0.4
pull funds out of compound now,withdraw_asset,withdraw_asset,0.7790,False,0.4
withdraw all stablecoins to wallet,withdraw_asset,withdraw_asset,0.7235,False,0.4
unstake tokens and withdraw,withdraw_asset,withdraw_asset,0.8333,False,0.4
redeem entire position,withdraw_asset,withdraw_asset,0.7714,False,0.4
withdraw collateral and exit,withdraw_asset,withdraw_asset,0.8441,False,0.4
take out loan repayment leftovers,withdraw_asset,withdraw_asset,0.7558,False,0.4
withdraw remaining usdt from pool,withdraw_asset,withdraw_asset,0.5923,False,0.4
withdraw 1 ETH and 200 USDC,withdraw_asset,withdraw_asset,0.5628,False,0.4
swap 2 ETH to USDC,swap_asset,swap_asset,1.0000,False,0.4
convert 10 DAI into ETH,swap_asset,swap_asset,0.9050,False,0.4
exchange my WBTC for USDC,swap_asset,swap_asset,0.8570,False,0.4
trade 100 USDT for DAI,swap_asset,swap_asset,0.9548,False,0.4
swap ETH for wrapped BTC,swap_asset,swap_asset,0.6803,False,0.4
flip 20 USDC into ETH,swap_asset,swap_asset,0.9915,False,0.4
swap out dai to usdt,swap_asset,swap_asset,0.9886,False,0.4
change eth to usdc,swap_asset,swap_asset,1.0000,False,0.4
trade 1 ETH for 3500 USDC,swap_asset,swap_asset,0.9753,False,0.4
swap all my dai into eth,swap_asset,swap_asset,0.7761,False,0.4
route 50 DAI to USDC on uniswap,swap_asset,swap_asset,0.7521,False,0.4
swap 0.5 WBTC to ETH,swap_asset,swap_asset,0.9562,False,0.4
convert 250 USDC to DAI via 1inch,swap_asset,swap_asset,0.9824,False,0.4
exchange 3 ETH into WBTC,swap_asset,swap_asset,0.8409,False,0.4
trade 75 USDT to 75 USDC,swap_asset,swap_asset,0.9875,False,0.4
swap usdc->dai,swap_asset,swap_asset,0.9427,False,0.4
quote and swap 20 dai to usdc,swap_asset,swap_asset,0.9637,False,0.4
market swap eth to dai,swap_asset,swap_asset,0.8686,False,0.4
limit swap 1000 USDC to ETH,swap_asset,swap_asset,0.9607,False,0.4
swap 15 DAI into WBTC,swap_asset,swap_asset,0.8108,False,0.4
swap 0.1 ETH to USDT,swap_asset,swap_asset,1.0000,False,0.4
convert 40 USDT into USDC,swap_asset,swap_asset,1.0000,False,0.4
exchange 500 DAI into USDT,swap_asset,swap_asset,1.0000,False,0.4
"trade WBTC for 25,000 USDC",swap_asset,swap_asset,0.7587,False,0.4
swap 2.5 ETH for 4000 USDC,swap_asset,swap_asset,0.9991,False,0.4
swap half my dai to eth,swap_asset,swap_asset,0.7990,False,0.4
convert my usdc to dai now,swap_asset,swap_asset,0.9728,False,0.4
exchange tokens: eth for usdc,swap_asset,swap_asset,0.8887,False,0.4
swap stable to stable: usdc to dai,swap_asset,swap_asset,0.9762,False,0.4
swap weth to usdc,swap_asset,swap_asset,0.9905,False,0.4
check balance,check_balance,check_balance,0.9333,False,0.4
show me my holdings,check_balance,check_balance,0.9552,False,0.4
what’s in my wallet,check_balance,check_balance,0.9398,False,0.4
check my portfolio value,check_balance,check_balance,0.9499,False,0.4
display account balance,check_balance,check_balance,0.9613,False,0.4
how much ETH do I have,check_balance,check_balance,0.9508,False,0.4
get my dai balance,check_balance,check_balance,0.8252,False,0.4
check my compound funds,check_balance,check_balance,0.6250,False,0.4
query my account status,check_balance,check_balance,0.9333,False,0.4
show wallet balance,check_balance,check_balance,0.9543,False,0.4
what's my usdc on aave,check_balance,check_balance,0.9937,False,0.4
view lending balances,check_balance,check_balance,0.9346,False,0.4
show me all token balances,check_balance,check_balance,0.9527,False,0.4
get total balance now,check_balance,check_balance,0.9333,False,0.4
how many dai are in my wallet,check_balance,check_balance,0.8464,False,0.4
print portfolio summary,check_balance,check_balance,0.9498,False,0.4
retrieve balances across protocols,check_balance,check_balance,0.9541,False,0.4
check aave position balances,check_balance,check_balance,0.9333,False,0.4
what’s my collateral on makerdao,check_balance,check_balance,0.5940,False,0.4
wallet summary please,check_balance,check_balance,0.9473,False,0.4
check stablecoin balances,check_balance,check_balance,0.9571,False,0.4
get holdings for compound,check_balance,check_balance,0.9819,False,0.4
display asset balances,check_balance,check_balance,0.9633,False,0.4
how much usdt do I own,check_balance,check_balance,0.9929,False,0.4
check my aave v3 balances,check_balance,check_balance,0.9122,False,0.4
show dai/usdc/eth balances,check_balance,check_balance,0.7716,False,0.4
portfolio snapshot,check_balance,check_balance,0.9186,False,0.4
report my balances,check_balance,check_balance,0.9333,False,0.4
account overview,check_balance,check_balance,0.9561,False,0.4
what's my current balance,check_balance,check_balance,0.9333,False,0.4
